label,text,pred,probability
1,Please try to check this before you open any applications and send me the report immediatelty once you are done.,1,"tensor([[0.0000, 3.7709]], device='cuda:0')"
0,"I would not say this is the do-all, but I would say this is the first step in that direction.",0,"tensor([[4.1959, 0.0000]], device='cuda:0')"
0,"Polluting levels in several parts of Delhi including Anand Vihar (463), ITO (410) and Ashok Vihar (454) slipped into the 'severe' category.",0,"tensor([[4.1050, 0.0000]], device='cuda:0')"
0,"The illegal Bangladeshis were brought to the city by human traffickers and have been used for menial jobs, Bengaluru's Additional Commissioner of Police S. Murugan told IANS.",0,"tensor([[3.9056, 0.0000]], device='cuda:0')"
1,Execute features in a well document robust and readable manner and pass to the team.,1,"tensor([[0.0000, 3.5231]], device='cuda:0')"
0,"In 184 matches to date, Chelsea have won just 54, lost 79 and drawn 51.",0,"tensor([[3.7044, 0.0000]], device='cuda:0')"
1,"Andrea, Please resend the first three resumes.",1,"tensor([[0.0102, 4.0612]], device='cuda:0')"
1,Get feedback from GE today.,1,"tensor([[0.0000, 4.5613]], device='cuda:0')"
1,please extend backup support on client communication and problem solving with in next two days.,1,"tensor([[0.0000, 4.1607]], device='cuda:0')"
1,"Mark, would you please verify that the payment went out.",1,"tensor([[0.0000, 3.8200]], device='cuda:0')"
0,Paintball clubs are popping up everywhere and it seems like a good idea to visit one.,0,"tensor([[3.9863, 0.0000]], device='cuda:0')"
1,"linda, please remove my name from your distribution list, and add on kathy's to increase the balance the lists.",1,"tensor([[0.0000, 4.4034]], device='cuda:0')"
1,"Larry, Please take look at the attached excel file for the 7400 ft elevation and inform the manger.",1,"tensor([[0.0000, 3.8670]], device='cuda:0')"
0,The 10-year government bond yield was at 6.51 per cent in morning trade.,0,"tensor([[4.4132, 0.0000]], device='cuda:0')"
1,Please reinstate my travel schedule for the Enron Legal Conference next week.,1,"tensor([[0.0000, 3.8310]], device='cuda:0')"
0,"The YAS-109 and YAS-209 continue the tradition of the soundbars from Yamaha, providing an immersive experience and modern setup for the smart home era.",0,"tensor([[3.6674, 0.0000]], device='cuda:0')"
1,Meet me on next friday so that we can swap out pages.,1,"tensor([[0.0000, 4.3860]], device='cuda:0')"
1,Sort out any possible differences privately.,1,"tensor([[0.0000, 3.6351]], device='cuda:0')"
0,"However, Miley and Cody's relationship seems to be getting stronger by the day as the two have reportedly even moved in together.",0,"tensor([[3.8455, 0.0000]], device='cuda:0')"
0,"It is estimated that one-quarter of the global population has latent TB infection, of whom approximately 10 per cent will develop active pulmonary TB disease.",0,"tensor([[3.9037, 0.0000]], device='cuda:0')"
0,CRPF and local police were on duty guarding the centre when the incident took place.,0,"tensor([[4.2805, 0.0000]], device='cuda:0')"
0,Register to The Hindu for free and get unlimited access for 30 days.,0,"tensor([[3.5454, 0.3795]], device='cuda:0')"
1,"Mark, make sure you are allocating these expenses to EES.",1,"tensor([[0.0000, 3.7379]], device='cuda:0')"
1,Please double check your volumes and contract numbers before updating the final report.,1,"tensor([[0.0000, 3.9355]], device='cuda:0')"
1,Please remember to get Jim Murnan the info.,1,"tensor([[0.0000, 4.1399]], device='cuda:0')"
0,"A Mumbai police constable Vithal Dahibavkar, 52, attached to the Local Arms-3 force has been accused of extorting Rs 3 lakh from a drug consumer in Goregaon East on October 21.",0,"tensor([[4.2306, 0.0000]], device='cuda:0')"
0,"In several instances, parts of a painting can also be completely lost due to wear and tear.",0,"tensor([[3.8516, 0.0000]], device='cuda:0')"
1,Please let us know the changes and what the new allocation is.,1,"tensor([[0.0000, 4.0673]], device='cuda:0')"
0,These rooms have been equipped with a customised ventilation system to maintain an ambient temperature and relative humidity levels and ensure that there are no abrupt variations of the same.,0,"tensor([[3.7132, 0.0000]], device='cuda:0')"
1,Please incorporate Dana's changes into the Master to test the design.,1,"tensor([[0.0000, 3.8005]], device='cuda:0')"
1,Billy Braddock Please participate and give group overview.,1,"tensor([[0.0000, 3.9023]], device='cuda:0')"
0,"Additionally, the entire construction work will be carried out without disturbing the usual operations of the Delhi Metro Green Line.",0,"tensor([[4.2480, 0.0095]], device='cuda:0')"
1,Please review the fifth attachment PIBA Workshop Notes for my short synopsis.,1,"tensor([[0.0000, 4.0089]], device='cuda:0')"
1,Please call to discuss cash award.,1,"tensor([[0.0000, 4.1341]], device='cuda:0')"
1,"please find memo regarding the delay of ERCOT's cutover to single control area operations to July 31, 2001.",1,"tensor([[0.0000, 4.1785]], device='cuda:0')"
1,please keep you eyes open for similar initiatives in other markets.,1,"tensor([[0.5622, 3.8456]], device='cuda:0')"
0,The officials said random checking of vehicles and frisking of people was being done as part of the security drill.,0,"tensor([[4.0393, 0.0000]], device='cuda:0')"
0,A paintball session!,0,"tensor([[2.6252, 0.4127]], device='cuda:0')"
0,"However, many countries, including India, are leaning towards DL.",0,"tensor([[4.0340, 0.0000]], device='cuda:0')"
0,The Sena's tally also came down to 56 seats from 63 in 2014.,0,"tensor([[4.0489, 0.0053]], device='cuda:0')"
0,"Labour Party leader Jeremy Corbyn told his shadow Cabinet: ""We have now heard from the EU that the extension of Article 50 to January 31 has been confirmed, so for the next three months, our condition of taking no-deal off the table has now been met.",0,"tensor([[3.5380, 0.0000]], device='cuda:0')"
1,Get Allyson to define the schedule going forward including potential hurdles.,1,"tensor([[0.0000, 4.0638]], device='cuda:0')"
0,"At least 25 kg of banned fireworks comprising shells, chocolate bombs, Kalipatka etc were seized from New Town Police Station area, said police.",0,"tensor([[4.3192, 0.0700]], device='cuda:0')"
0,"This lift will then enable commuters to reach a mid-level common area, before they can proceed to the concourse of the Delhi Metro Pink Line's Punjabi Bagh West station.",0,"tensor([[4.2104, 0.0133]], device='cuda:0')"
1,Please review and let us know of any proposed changes.,1,"tensor([[0.0000, 3.6186]], device='cuda:0')"
0,"Hopefully SG...Because the first match will be with SG so the second Test will also have to be with SG. Asked why Kookaburra balls can't be used, Ganguly said that two different balls (different companies) can't be used in the same series.",0,"tensor([[4.0733, 0.0000]], device='cuda:0')"
0,It was an idea before its time and wasn't well received.,0,"tensor([[3.5493, 0.0000]], device='cuda:0')"
0,"Sagittarius: When someone apologizes and immediately acknowledges a mistake, then giving the person another chance is entirely up to you.",0,"tensor([[4.0792, 0.0000]], device='cuda:0')"
1,"However, please get with Ruth Concannon and Steve Van Hooser to confirm not paying but get the items.",1,"tensor([[0.0000, 3.5984]], device='cuda:0')"
0,"Four policemen were injured when a police team, which had arrested one of the accused in a robbery case, was attacked by residents of Harsos village in Jansa police station area of Varanasi on Monday evening.",0,"tensor([[4.2500, 0.0000]], device='cuda:0')"
0,Some enthusiastic party workers have even demanded that the tribal face be made the chief minister.,0,"tensor([[3.9866, 0.0000]], device='cuda:0')"
0,"These areas are 'consolidated' using a suitable adhesive.""",0,"tensor([[3.7117, 0.0000]], device='cuda:0')"
1,Please check out with TEP when you are aware of the new sink.,1,"tensor([[0.0000, 3.8888]], device='cuda:0')"
0,"The existing Bacille-Calmette-Guerin (BCG) vaccine - licensed for humans in 1921 - is only proven to be effective for children under five for limited forms of tuberculosis, scientists said at an international conference in Hyderabad.",0,"tensor([[3.9510, 0.0000]], device='cuda:0')"
0,The government has detained former chief minister and sitting Lok Sabha MP from Srinagar Farooq Abdullah under the controversial Public Safety Act.,0,"tensor([[4.2354, 0.0000]], device='cuda:0')"
0,"Madi Sharma also published an article titled ""Why demolishing Article 370 is both a victory and a challenge for Kashmiri women,"" which was published in EP Today.",0,"tensor([[4.2139, 0.0000]], device='cuda:0')"
1,"Execute debug, test software modules and update the results.",1,"tensor([[0.0554, 3.8538]], device='cuda:0')"
0,He was arrested by the Enforcement Directorate (ED) on September 3 and was sent to judicial custody till October 25.,0,"tensor([[3.9459, 0.0000]], device='cuda:0')"
0,"India were approached to play a day-night Test during their tour of Australia last year but the country declined the offer at that time, asserting that sighting the ball becomes a problem after it gets old under floodlights.",0,"tensor([[4.3103, 0.0000]], device='cuda:0')"
0,"It takes more policy focus, ambition and vision, which the team in Haryana had and some amount of creativity and willingness to stick with it.",0,"tensor([[4.3274, 0.0000]], device='cuda:0')"
1,"David, Please change the date on the draft so that we won't confuse it with the prior drafts.",1,"tensor([[0.0000, 3.7660]], device='cuda:0')"
1,"please inform me of an alternate way to schedule an interview so that may talk to someone prior to the May 1, 2001 deadline.",1,"tensor([[0.0000, 4.1592]], device='cuda:0')"
1,Discuss this topic on CA call tomorrow.,1,"tensor([[0.0000, 3.8413]], device='cuda:0')"
0,They have always been intertwined in some sense.,0,"tensor([[4.1541, 0.0000]], device='cuda:0')"
1,Please ensure proper handling of all materials and store it appropriately to retrieve easily.,1,"tensor([[0.0000, 3.6365]], device='cuda:0')"
1,Please let me know what was booked for this deal.,1,"tensor([[0.0000, 3.8836]], device='cuda:0')"
0,"At around 3.15 pm, unknown terrorists fired 6-7 rounds on CRPF deployment at a school which was an examination centre in Pulwama's Drabgam.",0,"tensor([[3.5810, 0.0668]], device='cuda:0')"
1,Call me when you have the time to go over this.,1,"tensor([[0.0000, 3.7975]], device='cuda:0')"
0,"Local American families share their traditions and celebrations in the city, from themed parties to complex costume design.",0,"tensor([[4.2577, 0.0000]], device='cuda:0')"
0,The costumes and decorations are either self-made or purchased during their visits abroad.,0,"tensor([[3.7920, 0.1595]], device='cuda:0')"
1,Please let me know where to head in to resolve this.,1,"tensor([[0.0882, 3.9656]], device='cuda:0')"
0,"It seems that DL may not be the most appropriate way of achieving the regulatory objectives, since the envisaged benefits of the regulation are unlikely to outweigh the consequential costs.As the way forward, it seems necessary to analyse consumers' perceptions towards the benefits currently derived from data driven services, satisfaction levels with services and privacy risks faced, and estimate how the usage may change should these indicators be impacted on account of DL.",0,"tensor([[3.5655, 0.0000]], device='cuda:0')"
1,Please see the attached notice regarding the Federal Energy Regulatory Commission's request to the NYISO for data relating to generator unit outages and give the rating.,1,"tensor([[0.0000, 3.7935]], device='cuda:0')"
0,The sixth season of the Hero Indian Super League (ISL) kicked off last week.,0,"tensor([[3.7627, 0.0000]], device='cuda:0')"
1,verify that sean or diana did both of these deals twice.,1,"tensor([[0.0000, 3.4180]], device='cuda:0')"
0,"During my inspection, I found that one sentry remains present at the entrance of prisoners' ward but the back of the ward is unattended.
NORMAL	So, a sentry equipped with communication device will be deputed here too, SSP Gupta said.",0,"tensor([[3.7062, 0.0000]], device='cuda:0')"
0,Around 30 persons were arrested and 71 kg of banned firecrackers seized last night from other areas as well.,0,"tensor([[3.9717, 0.0000]], device='cuda:0')"
1,Please create various different reports as required.,1,"tensor([[0.0000, 3.9612]], device='cuda:0')"
0,It does away with lot of difficulties that we had - the plumbing of the earlier inefficient system that led to uncertainties.,0,"tensor([[3.9639, 0.1361]], device='cuda:0')"
1,"John, postpone the group call until next week.",1,"tensor([[0.0000, 3.8458]], device='cuda:0')"
0,"The attack was promptly retaliated by the troops.
NORMAL	Additional deployment reached, the CRPF said.",0,"tensor([[3.7394, 0.0000]], device='cuda:0')"
1,Remind me to tell you about the terroristic threat at High School.,1,"tensor([[0.5421, 3.4925]], device='cuda:0')"
1,Invest in stocks and also diversify your portfolio with futures and futures options and accomplish your investment objectives!,1,"tensor([[0.0000, 3.3801]], device='cuda:0')"
0,"Foreign institutional investors remained net buyers in the capital markets, putting in Rs 876.64 crore on Tuesday, exchange data showed.",0,"tensor([[3.7749, 0.0000]], device='cuda:0')"
0,"IndiGo has brilliantly demonstrated the relevance of the A320neo for leading low-cost operators, and the A321neo - and now the A321XLR - provide our operators with the logical next step in cost efficiency, passenger comfort, and market coverage.",0,"tensor([[3.6658, 0.0000]], device='cuda:0')"
0,"If any party feels they are victims, they have to come to the police station and lodge a complaint, said Kumar.",0,"tensor([[4.1136, 0.0000]], device='cuda:0')"
0,FHRAI has alleged that chain hotels and hotel aggregators such as Treebo and Fab Hotels have been denied market access.,0,"tensor([[3.9125, 0.0000]], device='cuda:0')"
1,"After the next meeting, let me know on the timing of preparing this draft.",1,"tensor([[0.0295, 3.7788]], device='cuda:0')"
0,"This sketch had been kept folded for a long time, leading to creases and losses.
NORMAL	The paper had become yellow, suggesting build-up of acidity and resultant brittleness in the paper.
NORMAL	The extremely fragile nature of this artwork made it difficult to handle, let alone treat.",0,"tensor([[3.8796, 0.0000]], device='cuda:0')"
1,"Kevin, Please let me know who will be using the tickets for Tues.",1,"tensor([[0.0000, 4.0631]], device='cuda:0')"
1,Make sure that you complete this section in time as requested.,1,"tensor([[0.0000, 4.0084]], device='cuda:0')"
1,"Please schedule your flight to arrive to the San Francisco airport on Monday, October 16th.",1,"tensor([[0.0000, 4.1352]], device='cuda:0')"
0,"Esther Duflo, joint winner of 2019 Nobel Prize for Economics, wants to make it clear that economics is not just about people in suits and ties and discussions about macro economic trend, but it is also about reflecting on the social issues that challenge everyone today.",0,"tensor([[3.7568, 0.0000]], device='cuda:0')"
1,Please check with Vincent's supervisor on modifying this for the job description.,1,"tensor([[0.0000, 4.0959]], device='cuda:0')"
1,Collaborate with system-level and design verification engineers SW developers and IP developers to verify SoC designs on entire aggressive time schedules.,1,"tensor([[0.3085, 3.4013]], device='cuda:0')"
1,check with Mark Reese to see if Lamar Frazier would be interested.,1,"tensor([[0.0000, 4.3031]], device='cuda:0')"
0,"We will sort this out and there would be no dew.
NORMAL	We have day-night one-dayers after all and dew spray is used, he said.",0,"tensor([[3.6395, 0.0000]], device='cuda:0')"
0,"Nine minutes later, Amit Kumar scored the opening goal for EME, Jalandhar, to make the score board read 1-2.",0,"tensor([[3.9601, 0.0000]], device='cuda:0')"
1,Please make this clear in our proposal and make sure the volume shape is exactly the same as our JEA obligation.,1,"tensor([[0.0000, 3.7132]], device='cuda:0')"
1,David Please put Russell's info in my contacts.,1,"tensor([[0.0000, 3.5884]], device='cuda:0')"
1,Keith please consider sending rep for control area operations requirements.,1,"tensor([[0.0000, 3.9719]], device='cuda:0')"
0,"Senior Inspector Rajendra Sangle of Wadala Truck Terminal police maintained that Singh was not assaulted at the police station.""There",0,"tensor([[4.1800, 0.0000]], device='cuda:0')"
0,"Social games, is what we call them.",0,"tensor([[3.6338, 0.0000]], device='cuda:0')"
1,Also you have to bottom out the exhaust related performance LD's.,1,"tensor([[0.3913, 4.0737]], device='cuda:0')"
0,We hope customers wake up to the importance of opting for travel insurance like in western countries.,0,"tensor([[4.3404, 0.0000]], device='cuda:0')"
1,"In addition, create section on our web site for enviornmental related matters.",1,"tensor([[0.0488, 3.7394]], device='cuda:0')"
0,"This will be the very first interchange facility of this sort over the Delhi Metro network where passengers changing the metro trains will get off on a viaduct, and not at a station.",0,"tensor([[4.2174, 0.0000]], device='cuda:0')"
1,Read the teaser for more information and guess the next step to continue.,1,"tensor([[0.0000, 3.7901]], device='cuda:0')"
1,"Chris, Please fax the support sent to you on this.",1,"tensor([[0.0000, 4.0739]], device='cuda:0')"
1,"Chris, since we now feel certain ENA bought this gas on Jan 21st, please path the supply deal from COH deal 153863 to one of those large CES deal tickets.",1,"tensor([[0.0000, 4.1062]], device='cuda:0')"
1,Please direct your inquiry to David Scott at volume in row 364 incase of emergency.,1,"tensor([[0.1275, 3.5828]], device='cuda:0')"
0,"With regard to the `35,000-crore bus-ticketing industry, the online platform has attracted travellers from the southern and western states.",0,"tensor([[4.2068, 0.0000]], device='cuda:0')"
0,We have bolstered our category with partnerships and tie-ups with OYO Rooms and FabHotels.,0,"tensor([[4.0424, 0.0000]], device='cuda:0')"
1,"Please respond by Monday, March 4th as everyone is available to discuss.",1,"tensor([[0.0000, 3.9072]], device='cuda:0')"
0,"As the Delhi Metro Green Line till now, is the only one which doesn't have connectivity with the Delhi Metro Pink Line, hence commuters have been deprived of direct connectivity to South Delhi of areas such as Paschim Vihar, Nangloi, Punjabi Bagh and Madipur.",0,"tensor([[3.8026, 0.0000]], device='cuda:0')"
0,Calley has created an exciting Halloween experience for the past seven years with her family.,0,"tensor([[4.0317, 0.0000]], device='cuda:0')"
0,"The police officers started beating Vijay at the spot.
NORMAL	They later took us inside a room at the police station and started assaulting us again.
NORMAL	Vijay complained of chest pain and even asked them for water, but the policemen refused.
NORMAL	Around 2 am, when he fell unconscious, he was rushed to Sion hospital where he was declared dead, Mishra had claimed.",0,"tensor([[4.3339, 0.0000]], device='cuda:0')"
0,"Prime Minister Narendra Modi has already announced the name and the meeting will be a formality, he said, apparently referring to Modi's statement during campaigning for polls that Fadnavis will lead the coalition.",0,"tensor([[4.0258, 0.1293]], device='cuda:0')"
0,"Dream XI (4-4-2): De Gea, Maguire, Wan-Bissaka, Alonso, Tomori, Lingard, McTominay, Pulisic (c), Mount, Martial (vc), Giroud.",0,"tensor([[3.6185, 0.0000]], device='cuda:0')"
1,Please manage change requests for customer accounts.,1,"tensor([[0.0000, 4.0856]], device='cuda:0')"
1,Bring this before his management to get it solved.,1,"tensor([[0.0000, 3.4993]], device='cuda:0')"
0,"BSNL-MTNL subscribers will have to increase their monthly-spend considerably if they move to 4G; while it is not clear they can afford to do that, they will also need to buy new handsets since they cannot use their current feature phones on 4G networks.",0,"tensor([[3.9627, 0.2702]], device='cuda:0')"
1,"Alex, please use the second check as the October payment.",1,"tensor([[0.0000, 3.9715]], device='cuda:0')"
0,EFL Cup 2019-20: Ruthless Chelsea take on inspired Manchester United     30 Oct 2019     Manchester United have endured a troubled start to the season in the Premier League.,0,"tensor([[3.6061, 0.0000]], device='cuda:0')"
0,"Ganguly, a former India captain and an advocate of the innovation to revive interest in Test cricket, wants to make it an annual affair like Australia's Pink Test in which the national team wears pink caps to raise breast cancer awareness.",0,"tensor([[3.9031, 0.0000]], device='cuda:0')"
0,Gemini: Those seeking to buy their dream house find one.,0,"tensor([[3.8619, 0.0000]], device='cuda:0')"
1,Please let me know the date by which you would like to see them so that we can arrange our schedules accordingly.,1,"tensor([[0.0000, 4.2567]], device='cuda:0')"
0,"One of the biggest challenges tech companies face is how to handle the rise of manipulated audio and video clips, or so-called deep fakes, as well as disinformation spread by actual political candidates.",0,"tensor([[3.9227, 0.0000]], device='cuda:0')"
0,One of the most shocked break-ups to have rocked Hollywood in 2019 was undoubtedly that of Liam Hemsworth and Miley Cyrus.,0,"tensor([[4.1130, 0.0000]], device='cuda:0')"
1,"Paul, make sure our friends are available and the Confidentially Agreement is signed.",1,"tensor([[0.0000, 3.8815]], device='cuda:0')"
0,He said the Olympics in Paris would be held in 2024 and in 2028 in Los Angeles.,0,"tensor([[4.1275, 0.0000]], device='cuda:0')"
0,Police in Bidhannagar seized 50 kg of banned firecrackers and arrested the owner of a stall.,0,"tensor([[3.8500, 0.0000]], device='cuda:0')"
0,New Delhi: Nationalist Congress Party (NCP) spokesperson Clyde Crasto on Tuesday took a dig at Bharatiya Janata Party (BJP) and Shiv Sena power tussle over seat-sharing in Maharashtra.,0,"tensor([[3.9610, 0.0000]], device='cuda:0')"
1,Please continue to get approval above this amount from TCO Gas Control.,1,"tensor([[0.0000, 4.0259]], device='cuda:0')"
0,"And, CCI has directed its director-general, investigations, to do a detailed investigation in the matter and give a report within 150 days.",0,"tensor([[3.9498, 0.1161]], device='cuda:0')"
0,Taurus: Spending quality time with people you love and with friends whose friendship you value is revealed.,0,"tensor([[4.1396, 0.0000]], device='cuda:0')"
1,"please test component like design, data and monitor development as soon as possible",1,"tensor([[0.0000, 3.9771]], device='cuda:0')"
0,These results demonstrate an overall vaccine efficacy of 50 per cent during the three years after vaccination.,0,"tensor([[4.1185, 0.0000]], device='cuda:0')"
0,She shared her experience of joining the social media platform after years of holding out.,0,"tensor([[4.2409, 0.0000]], device='cuda:0')"
0,The government has detained former chief minister and sitting Lok Sabha MP from Srinagar Farooq Abdullah under the controversial Public Safety Act.,0,"tensor([[4.3693, 0.0000]], device='cuda:0')"
0,"It is imperative to focus on the effort you put into a shorter period, instead of doing the same thing at a moderate pace for an hour.",0,"tensor([[4.1626, 0.0000]], device='cuda:0')"
1,Get the kind of information you need to make sound investment decisions.,1,"tensor([[0.0000, 3.9031]], device='cuda:0')"
1,Please view the attached NNG Reserve Schedule for August 2001 and reschedule it.,1,"tensor([[0.0000, 3.9329]], device='cuda:0')"
1,Keep everyone posted that this capacity is subject to the bidding process and this is simply proposal based on capacity available to date.,1,"tensor([[0.0000, 4.1332]], device='cuda:0')"
0,"The Collector called for a meeting of secretaries of village panchayats, where he issued specific instructions on the measures to be taken for preventing the spread of dengue.",0,"tensor([[4.1477, 0.0000]], device='cuda:0')"
1,Please check the positions for DEC and take look at how all of the transport is booked.,1,"tensor([[0.0000, 4.3909]], device='cuda:0')"
0,"The broader NSE Nifty rallied 159.70 points or 1.37 percent to close at 11,786.85.",0,"tensor([[4.0203, 0.0000]], device='cuda:0')"
1,Please see the revised schedule and ticket information provided by the Astros and plan accordingly.,1,"tensor([[1.1486e-03, 3.9696e+00]], device='cuda:0')"
0,"The overall Air Quality Index (AQI) of Delhi docked at 392 in 'very poor' category, according to the Center-run System of Air Quality and Weather Forecasting And Research (SAFAR).",0,"tensor([[4.4643, 0.0000]], device='cuda:0')"
1,Please use these changes and enter the deal changes in updated version.,1,"tensor([[0.0000, 4.1874]], device='cuda:0')"
0,"Thackeray had last week reminded the BJP of the 50:50 formula ""agreed upon"" between himself, Shah and Fadnavis ahead of the Lok Sabha polls.",0,"tensor([[3.5841, 0.0702]], device='cuda:0')"
1,Handle billing and collection from subscribers.,1,"tensor([[0.0252, 4.2445]], device='cuda:0')"
1,Please forward me your passwords for the upcoming move.,1,"tensor([[0.0000, 3.8849]], device='cuda:0')"
1,please perform this for me so that Anita can set up an accounting arrangement for me.,1,"tensor([[0.0000, 4.2663]], device='cuda:0')"
0,Gather your siblings and set off on a long drive.,0,"tensor([[2.6571, 1.0158]], device='cuda:0')"
1,"Meredith, when you get chance, please confirm which points are downstream of Lambertiville.",1,"tensor([[0.0000, 3.9173]], device='cuda:0')"
0,"The clip with a caption ""Jara Yaad karo Jabani"" (Remember the assurance) was put out by Harshal Pradhan, a close aide of Uddhav Thackeray.",0,"tensor([[4.0447, 0.0000]], device='cuda:0')"
0,Here are a few ways to renew your bond with your sibling and have a great time along the way!,0,"tensor([[3.8152, 0.0000]], device='cuda:0')"
1,Theresa please consider sending rep for market trials requirements and possible settlement issues.,1,"tensor([[0.0000, 3.9679]], device='cuda:0')"
1,Buy from Tenaska and sell to ANP.,1,"tensor([[0.0344, 3.9931]], device='cuda:0')"
1,"Please confirm that Unit 17 is going to CA Energy Development I, and Unit 18 is going to CA Energy Development II.",1,"tensor([[0.0000, 3.6914]], device='cuda:0')"
0,"In the first space, an office was created with workstations, where all the data related to the conservation treatments is processed and stored, and the section next to it has been designed mainly for the mounting of artworks.",0,"tensor([[3.9579, 0.1075]], device='cuda:0')"
1,"Kate, Please approve and auto-schedule the meeting for next week on this.",1,"tensor([[0.0000, 4.0333]], device='cuda:0')"
1,Find out what the handheld could handle and what it couldn't in his report.,1,"tensor([[0.0000, 3.8464]], device='cuda:0')"
1,Please create accounts and make sure all of your traders are set up on this messeging board.,1,"tensor([[0.0000, 3.8843]], device='cuda:0')"
1,"Priscilla, Let me know when you're available and we'll go over each item on the invoice to make sure it is correct.",1,"tensor([[0.0000, 3.9631]], device='cuda:0')"
0,"Over a three-year period, AAA-rated assets have surged 4.8 percentage points.",0,"tensor([[4.1060, 0.0245]], device='cuda:0')"
0,"This was also not complied with by authorities this time around, he said.",0,"tensor([[4.0295, 0.0000]], device='cuda:0')"
0,"The state PCB, however, refused to accept the charge that not enough was done to bring down the pollution.",0,"tensor([[3.9329, 0.0000]], device='cuda:0')"
1,"Tom, Let's leave everything as it is currently and review the meters in couple of days to see if the increases actually occur.",1,"tensor([[0.0000, 4.0370]], device='cuda:0')"
0,"But, I think there is more to it now.",0,"tensor([[4.0530, 0.0000]], device='cuda:0')"
0,"With the advent of economical data and much improved internet penetration in tier-2 cities, it is only a matter of time before online booking becomes the norm.",0,"tensor([[3.8871, 0.0000]], device='cuda:0')"
1,Allow people to know month ahead if they will be affected by rolling blackouts.,1,"tensor([[0.0406, 3.8538]], device='cuda:0')"
1,Please be prepared to discuss each of the issues so we may finalize and reduce the list of open issues.,1,"tensor([[0.0000, 3.8767]], device='cuda:0')"
1,Please analyze and evaluate constraints in mapping data XML and object models.,1,"tensor([[0.0290, 3.7929]], device='cuda:0')"
1,Give him call and he will fill you in on the details of the program.,1,"tensor([[0.0000, 4.3886]], device='cuda:0')"
0,Each piece was individually subjected to 'float washing' and then rejoined.,0,"tensor([[3.8174, 0.0000]], device='cuda:0')"
0,The EU office issued a clarification that the MPs were visiting India in a personal capacity and not as an official EU delegation.,0,"tensor([[4.0747, 0.0000]], device='cuda:0')"
0,"This latest IndiGo order comprises a mix of A320neo, A321neo and A321XLR aircraft.",0,"tensor([[4.2302, 0.0000]], device='cuda:0')"
0,"The Shiv Sena was not promised CM's post for two- and-a-half years when the alliance was formalised before the Lok Sabha polls, Fadnavis told reporters at his official residence 'Varsha' here.",0,"tensor([[4.2766, 0.0000]], device='cuda:0')"
1,"Please complete this questionnaire, which will shape SVMG's energy action agenda on your behalf.",1,"tensor([[0.0000, 3.8654]], device='cuda:0')"
0,"The survey shows that various consumer facing parameters such as freedom of speech, availability of services provided by smaller foreign service providers, privacy and data protection of consumers, are to be adversely impacted.",0,"tensor([[3.8795, 0.0000]], device='cuda:0')"
0,"Chelsea face injury concerns despite winning run     Chelsea team news     As far as the team news for The Blues is concerned, despite their brutal winning run, there are certain injury concerns, with Andreas Christensen, Antonio Rudiger, Ruben Loftus-Cheek and Marco van Ginkel being ruled out.",0,"tensor([[4.0236, 0.0839]], device='cuda:0')"
1,Please read it and let me know your comments.,1,"tensor([[0.0000, 3.6722]], device='cuda:0')"
1,conduct an investigation of the reported matter to make it clear.,1,"tensor([[0.0000, 4.2985]], device='cuda:0')"
1,"Be sure to respond before December 28, 2001.",1,"tensor([[0.0000, 3.8452]], device='cuda:0')"
0,"Brent crude futures, the global oil benchmark, fell 0.97 percent to $60.97 per barrel.",0,"tensor([[3.8140, 0.0000]], device='cuda:0')"
1,Please let us know your schedule so that we do not overly burden you during your visit.,1,"tensor([[0.0000, 4.0011]], device='cuda:0')"
0,"Though the company has launched the service in Kochi with 100 cabs, they are planning to expand the fleet by 1,000 vehicles in the next two to three months.",0,"tensor([[3.7172, 0.0000]], device='cuda:0')"
1,Stay on CR 101 for 0.4 miles until you see Kennedy Rd and Please add the following demand charges to the manual invoice.,1,"tensor([[0.0000, 3.7470]], device='cuda:0')"
0,"Total NPS debt assets stood at Rs 14,246 crore as on September 30, 2019.",0,"tensor([[3.8624, 0.0755]], device='cuda:0')"
1,"Get involved with the Emerging Business Council by contacting HJUG, who is dedicated to the use of the Java TM Technology and Lifestyle.",0,"tensor([[2.2845, 1.8586]], device='cuda:0')"
1,You have to resolve Enron's ongoing concerns at any cost.,1,"tensor([[0.0000, 3.5361]], device='cuda:0')"
0,The win has also weakened the bargaining power of independents and allies.,0,"tensor([[4.2250, 0.0498]], device='cuda:0')"
0,"It was Ganguly, who was instrumental in organising the first-ever pink ball match in India although it was a Cricket Association of Bengal (CAB) Super League final between Mohun Bagan and Bhowanipore under lights in June 2016.",0,"tensor([[4.1641, 0.0000]], device='cuda:0')"
1,Please let me know your thoughts on the Master Firm review the attached contract.,1,"tensor([[0.0000, 4.1861]], device='cuda:0')"
0,"As of now, the police are yet to take any action on the incident which occurred on October 23, he said.",0,"tensor([[4.0034, 0.0000]], device='cuda:0')"
1,"Please set up the following CES Equitrans, LP contracts with ENA as agent.",1,"tensor([[0.0000, 4.2516]], device='cuda:0')"
0,It's just the empathy I thought about.,0,"tensor([[3.7479, 0.0000]], device='cuda:0')"
0,The prospect of an election became more and more likely after the EU had agreed on a three-month extension to the October 31 Brexit deadline.,0,"tensor([[4.1397, 0.0000]], device='cuda:0')"
1,Let me know the outcome of that questions and lets finalize.,1,"tensor([[0.0000, 3.6957]], device='cuda:0')"
